"x","y","time","time.index"
0.373469937592745,0.36464049294591,0.175,4
0.383573122322559,0.240370765328407,0.175,4
0.496376094175503,0.123191329883412,0.175,4
0.219360919203609,0.170724157709628,0.175,4
0.419285552576184,0.275408131070435,0.175,4
0.316880106925964,0.0537653260398656,0.175,4
0.664064179640263,0.255583849968389,0.175,4
0.371912249363959,0.0282559681218117,0.175,4
0.438645193818957,0.378609898500144,0.175,4
0.447494367603213,0.298901769798249,0.175,4
0.497368992073461,0.384331287583336,0.175,4
0.260343588888645,0.339590932475403,0.175,4
0.471746654482558,0.292745447484776,0.175,4
0.366133443079889,0.0971810121554881,0.175,4
0.426980107789859,0.0972439695615321,0.175,4
0.419419022276998,0.122042120900005,0.175,4
0.569837188115343,0.362041121115908,0.175,4
0.45707589504309,0.118489062413573,0.175,4
0.430700500961393,0.191874111769721,0.175,4
0.362703213933855,0.0554977059364319,0.175,4
0.505103861214593,0.0168843767605722,0.225,5
0.215777583885938,0.277584285475314,0.225,5
0.726681089960039,0.518516011536121,0.225,5
0.598019900498912,0.480863591423258,0.225,5
0.52219489775598,0.262816660571843,0.225,5
0.257808023365214,0.254197577014565,0.225,5
0.895707532763481,0.361964294221252,0.225,5
0.671096947742626,0.615846359636635,0.225,5
0.485085560008883,0.282446609344333,0.225,5
0.342583722667769,0.143969341181219,0.225,5
0.728297982597724,0.494493021629751,0.225,5
0.465904535492882,0.0254842317663133,0.225,5
0.863115682033822,0.60987553675659,0.225,5
0.714841641951352,0.358098470140249,0.225,5
0.412780067417771,0.303242240799591,0.225,5
0.60879465425387,0.137821076437831,0.225,5
0.485154944704846,0.383023743983358,0.225,5
0.746668786276132,0.0481939616147429,0.225,5
0.338342163013294,0.3882217600476,0.225,5
0.325385080650449,0.176739534595981,0.225,5
0.856969648273662,0.576072767144069,0.225,5
0.392190285492688,0.221729921875522,0.225,5
0.28433107607998,0.388464772840962,0.225,5
0.482815427938476,0.24351270403713,0.225,5
0.401821373961866,0.168016576673836,0.225,5
0.375923213083297,0.163077621487901,0.225,5
0.309623585548252,0.274859479162842,0.225,5
0.671748411376029,0.53411424998194,0.225,5
0.967405012575909,0.555781081551686,0.275,6
0.275197758805007,0.49336343514733,0.275,6
0.505663807503879,0.167845250573009,0.275,6
0.541527160909027,0.346062323544174,0.275,6
0.575165973510593,0.0635161651298404,0.275,6
0.682939794147387,0.414150992874056,0.275,6
0.461011482402682,0.0388609131332487,0.275,6
0.33350872551091,0.320827349787578,0.275,6
0.820990961045027,0.480322384741157,0.275,6
0.461803009500727,0.385560310678557,0.275,6
0.889032403472811,0.399094977183267,0.275,6
0.60793247865513,0.297051697969437,0.275,6
0.611164905130863,0.434585102135316,0.275,6
0.609034473309293,0.395592411281541,0.275,6
0.872204289771616,0.322512636194006,0.275,6
0.615399567876011,0.257096487563103,0.275,6
0.37370664649643,0.389249919448048,0.275,6
0.399005482671782,0.117823826614767,0.275,6
0.547789798351005,0.119659100426361,0.275,6
0.858944716164842,0.569649387151003,0.275,6
0.320766499033198,0.422709865961224,0.275,6
0.727737120585516,0.43303866032511,0.325,7
0.409030643757433,0.131742884637788,0.325,7
0.277606718474999,0.151457383530214,0.325,7
0.563851336482912,0.533574714325368,0.325,7
0.738539742771536,0.29502270440571,0.325,7
0.909544494468719,0.430985232116655,0.325,7
0.930989420274273,0.475515371188521,0.325,7
0.41344382148236,0.338453207630664,0.325,7
0.796515751164407,0.561375509481877,0.325,7
0.679751528427005,0.0914683772716671,0.325,7
0.523575508035719,0.234861866571009,0.325,7
0.576084706932306,0.276855253381655,0.325,7
0.704957901732996,0.659290503943339,0.325,7
0.845772350905463,0.488590573426336,0.325,7
0.871593044837937,0.521681368118152,0.325,7
0.721362107200548,0.356133491965011,0.325,7
0.944754120893776,0.310838904231787,0.325,7
0.753451268654317,0.575778626138344,0.325,7
0.991857682354748,0.575998262502253,0.325,7
0.370969510171562,0.396549231605604,0.325,7
0.517846739618108,0.0997886480763555,0.325,7
0.496851917821914,0.531549666076899,0.325,7
0.631570992758498,0.35980789619498,0.325,7
0.643027988495305,0.402399637037888,0.375,8
0.95215223939158,0.584182252874598,0.375,8
0.159776439424604,0.403032500995323,0.375,8
0.71828246419318,0.580749010667205,0.375,8
0.712571382289752,0.187655205372721,0.375,8
0.419938059290871,0.199749187100679,0.375,8
0.38542795041576,0.439922211924568,0.375,8
0.393569360487163,0.342617029557005,0.375,8
0.810178096173331,0.398554420797154,0.375,8
0.359419833868742,0.413908907910809,0.375,8
0.734975616680458,0.0106763986404985,0.375,8
0.98462568805553,0.972611166769639,0.375,8
0.653302490944043,0.0821810883935541,0.375,8
0.471074270550162,0.960117077920586,0.375,8
0.800804868340492,0.490880261175334,0.375,8
0.973455134313554,0.859466429566965,0.375,8
0.78236469742842,0.41961483261548,0.375,8
0.620183396385983,0.672807226656005,0.375,8
0.873402148718014,0.700788765680045,0.375,8
0.788860554574057,0.616556113352999,0.375,8
0.409474437357858,0.350925744278356,0.375,8
0.430528113385662,0.302898922935128,0.375,8
0.170515977311879,0.025180832715705,0.375,8
0.590737637365237,0.17991707380861,0.375,8
0.259682178962976,0.612964121857658,0.375,8
0.677901210263371,0.254428426036611,0.375,8
0.630380604881793,0.436674108263105,0.375,8
0.593135083094239,0.227948627900332,0.375,8
0.421529576648027,0.386820246465504,0.375,8
0.636011223075911,0.144787442637607,0.375,8
0.739662459818646,0.787758379941806,0.375,8
0.125878570368513,0.258537579094991,0.375,8
0.741866443073377,0.044180974829942,0.375,8
0.9316147104837,0.707643991103396,0.425,9
0.458764149108902,0.443117916351184,0.425,9
0.875190394930542,0.40849902946502,0.425,9
0.607849455904216,0.0436642016284168,0.425,9
0.430749812861905,0.319048734381795,0.425,9
0.817791718058288,0.536081249825656,0.425,9
0.84077315707691,0.643504855921492,0.425,9
0.764927179785445,0.601767852436751,0.425,9
0.407999605406076,0.397817704593763,0.425,9
0.707408911082894,0.533251133980229,0.425,9
0.744724974501878,0.331561692990363,0.425,9
0.191580431070179,0.504644104046747,0.425,9
0.761885724961758,0.598800250329077,0.425,9
0.501074719242752,0.179288146318868,0.425,9
0.456639983225614,0.283698951127008,0.425,9
0.298224466852844,0.494277055608109,0.425,9
0.797186651499942,0.331639251904562,0.425,9
0.702979715773836,0.537200319115072,0.425,9
0.676745066419244,0.420556575292721,0.425,9
0.628206768771634,0.357480465201661,0.425,9
0.963740702020004,0.103422713465989,0.425,9
0.547954055247828,0.34695532056503,0.425,9
0.630931942723691,0.591709972592071,0.475,10
0.348034909926355,0.656798126641661,0.475,10
0.586045325966552,0.296696907142177,0.475,10
0.892857271013781,0.372132797027007,0.475,10
0.971385296666995,0.570889287861064,0.475,10
0.699542159680277,0.640669980552047,0.475,10
0.741770466789603,0.469435994513333,0.475,10
0.927259712712839,0.471220358973369,0.475,10
0.604716452071443,0.12595812510699,0.475,10
0.707818637369201,0.244259772123769,0.475,10
0.363987367600203,0.229464983334765,0.475,10
0.694144017528743,0.151472836965695,0.475,10
0.654971207259223,0.722389825154096,0.475,10
0.445488789817318,0.171074636280537,0.475,10
0.590936822351068,0.447314357385039,0.475,10
0.350970636354759,0.118166874162853,0.475,10
0.603570708539337,0.666532373055816,0.475,10
0.788198509486392,0.434457895578817,0.475,10
0.854224305599928,0.351297453977168,0.475,10
0.754819622030482,0.621200365480036,0.475,10
0.861604459583759,0.333740874892101,0.475,10
0.919984196079895,0.427172520430759,0.475,10
0.672614534385502,0.605355394538492,0.475,10
0.480239022523165,0.229110546410084,0.475,10
0.867943667341024,0.52121259085834,0.475,10
0.647503665648401,0.49506231630221,0.475,10
0.095887542469427,0.414662360213697,0.475,10
0.808832505950704,0.0524556862656027,0.475,10
0.896683075465262,0.584458708763123,0.475,10
0.653101029107347,0.30629464588128,0.475,10
0.929523368133232,0.372621417045593,0.525,11
0.635932081611827,0.459523326950148,0.525,11
0.85826761322096,0.473501852713525,0.525,11
0.643952419050038,0.537924363045022,0.525,11
0.640617114026099,0.378677998902276,0.525,11
0.772155599901453,0.277257504640147,0.525,11
0.911723244236782,0.532325141131878,0.525,11
0.441485818475485,0.419460544129834,0.525,11
0.967532298760489,0.503922576783225,0.525,11
0.650128390174359,0.0544033353216946,0.525,11
0.588853769935668,0.681483747204766,0.525,11
0.3236357816495,0.0508064371533692,0.525,11
0.581516902893782,0.406739468919113,0.525,11
0.651837140554562,0.200174269732088,0.525,11
0.607363682007417,0.500333923380822,0.525,11
0.374004447832704,0.510648346506059,0.525,11
0.301805719034746,0.634263020008802,0.525,11
0.674607140012085,0.245096700498834,0.525,11
0.626268308376893,0.470958891091868,0.525,11
0.581518571125343,0.728331808932126,0.525,11
0.535371806239709,0.352256139973179,0.525,11
0.0964035170618445,0.0970211925450712,0.525,11
0.120808011852205,0.742435202235356,0.525,11
0.875962932826951,0.460954588837922,0.525,11
0.184006441151723,0.851262797601521,0.525,11
0.247219263575971,0.263275349279866,0.525,11
0.817652357975021,0.559081056620926,0.525,11
0.442897233879194,0.311468925792724,0.575,12
0.78650667774491,0.43768576416187,0.575,12
0.52966523449868,0.331506256246939,0.575,12
0.851213809801266,0.493375282501802,0.575,12
0.707791030639783,0.537739838706329,0.575,12
0.0729201934300363,0.256062726955861,0.575,12
0.0727402784395963,0.0966949067078531,0.575,12
0.571538315387443,0.354006181936711,0.575,12
0.699415495153517,0.332476996118203,0.575,12
0.46185229672119,0.123383918544278,0.575,12
0.954932129010558,0.276668244274333,0.575,12
0.357396012404934,0.482183441286907,0.575,12
0.901359673123807,0.431870152009651,0.575,12
0.851618918124586,0.265275694429874,0.575,12
0.70769166550599,0.440887987380847,0.575,12
0.774886857485399,0.606030166149139,0.575,12
0.725005337502807,0.642082693753764,0.575,12
0.507537844358012,0.406412178650498,0.575,12
0.016778405290097,0.311442430596799,0.575,12
0.698823852697387,0.261241676518694,0.575,12
0.671494104899466,0.38597715832293,0.575,12
0.685753943864256,0.132535058772191,0.575,12
0.938658266328275,0.712794033577666,0.575,12
0.8969789177645,0.339714011177421,0.575,12
0.522301502060145,0.167501039803028,0.575,12
0.706524922978133,0.403091606451198,0.575,12
0.862718461779878,0.524839502992108,0.575,12
0.461460064863786,0.883043894544244,0.625,13
0.753088491503149,0.252937679877505,0.625,13
0.863275806419551,0.567504045320675,0.625,13
0.558672481449321,0.220762951066718,0.625,13
0.528913003392518,0.365635655121878,0.625,13
0.98136251186952,0.204488608287647,0.625,13
0.810010540066287,0.440086346585304,0.625,13
0.507300969678909,0.733548606978729,0.625,13
0.9114180135075,0.62918737763539,0.625,13
0.799444881035015,0.74876166251488,0.625,13
0.888159052003175,0.562334762886167,0.625,13
0.341114557115361,0.429163799388334,0.625,13
0.854443974094465,0.351858881535009,0.675,14
0.533044672803953,0.655436514178291,0.675,14
0.093672921648249,0.5048384857364,0.675,14
0.4760950691998,0.417000266956165,0.675,14
0.752158959396183,0.662866963073611,0.675,14
0.842658244306222,0.396403451450169,0.675,14
0.767431354150176,0.459372143261135,0.675,14
0.975429775193334,0.694533117348328,0.675,14
0.676798444241285,0.19914863537997,0.675,14
0.266084449365735,0.0662055897992104,0.675,14
0.890062552178279,0.351990405004472,0.675,14
0.47132122842595,0.31576333520934,0.675,14
0.0790051268413663,0.831388086313382,0.675,14
0.883821878116578,0.422549386043102,0.675,14
0.683670443948358,0.797558263642713,0.675,14
0.626048917183653,0.539142999099568,0.675,14
0.752004561014473,0.225106545025483,0.675,14
0.526888949330896,0.30223573744297,0.675,14
0.295781827764586,0.146964845480397,0.675,14
0.947290715761483,0.49386641732417,0.675,14
0.879674621392041,0.499564830213785,0.675,14
0.74103982700035,0.368026528740302,0.725,15
0.682265811832622,0.378595809917897,0.725,15
0.7883298357483,0.591004122514278,0.725,15
0.626091191545129,0.700300672324374,0.725,15
0.881611964199692,0.564480679109693,0.725,15
0.802112332778051,0.716370433103293,0.725,15
0.881671061739326,0.513985143974423,0.725,15
0.70330937881954,0.0827013910748065,0.725,15
0.321358854649588,0.734769943170249,0.725,15
0.362459413474426,0.877978348638862,0.725,15
0.314234253019094,0.188000387512147,0.725,15
0.447145670186728,0.150194332469255,0.725,15
0.823431072989479,0.484787128865719,0.775,16
0.114762066630647,0.837374411290511,0.775,16
0.340350486570969,0.715784118510783,0.775,16
0.915298866573721,0.273355847224593,0.775,16
0.745469503803179,0.449147566920146,0.775,16
0.149874030146748,0.873159996932372,0.775,16
0.238648990401998,0.742601254256442,0.775,16
0.348983633331954,0.802479206584394,0.775,16
0.58912679576315,0.25723049370572,0.775,16
0.22915536025539,0.580178117379546,0.775,16
0.125252450117841,0.942184072686359,0.775,16
0.0832468240987509,0.863748337375,0.775,16
0.21205301117152,0.559096726588905,0.775,16
0.191850666189566,0.759795318590477,0.775,16
0.372535544680431,0.781357396626845,0.825,17
0.195540515473112,0.476812943816185,0.825,17
0.718744976678863,0.298161331564188,0.825,17
0.746495536761358,0.359352215658873,0.825,17
0.323710680706427,0.999944588867947,0.825,17
0.195154546527192,0.589094351045787,0.825,17
0.248984974110499,0.63945283787325,0.825,17
0.439844690263271,0.68178057204932,0.825,17
0.254790290258825,0.79590101656504,0.875,18
0.0389679241925478,0.652363615110517,0.875,18
0.323687551077455,0.934848641743883,0.875,18
0.204060619929805,0.824640411883593,0.875,18
0.446591292275116,0.681213813368231,0.875,18
0.199773136992007,0.727213927777484,0.875,18
0.109622709220275,0.761877079261467,0.875,18
0.178137632552534,0.97102686506696,0.875,18
0.267830182332546,0.68765162024647,0.875,18
0.279255347326398,0.853674619458616,0.875,18
0.244023178238422,0.839274503523484,0.875,18
0.143377946689725,0.891869978746399,0.925,19
0.0346583167556673,0.737408712971956,0.925,19
0.200813293922693,0.726152008399367,0.925,19
0.191493235062808,0.922751164063811,0.925,19
0.7678536279127,0.634046436985955,0.925,19
0.388333388371393,0.957145243184641,0.925,19
0.128106797346845,0.959823086159304,0.925,19
0.228304958203807,0.739210430532694,0.925,19
0.216578550636768,0.985721844714135,0.925,19
0.125149724073708,0.725297935772687,0.925,19
0.262970681069419,0.913428881205618,0.925,19
0.195564426248893,0.849028160329908,0.925,19
0.19570617005229,0.68075420637615,0.925,19
0.132725661620498,0.807471682084724,0.925,19
0.378121288027614,0.768223308026791,0.925,19
0.655195723520592,0.807838079985231,0.925,19
0.187773837707937,0.757671938277781,0.925,19
0.249001723947003,0.823039547307417,0.925,19
0.331698662601411,0.899484723107889,0.925,19
0.000829950906336308,0.71223210869357,0.975,20
0.382761216023937,0.769422030774876,0.975,20
0.194798180367798,0.372396013466641,0.975,20
0.150982293300331,0.848310589557514,0.975,20
0.158856942784041,0.374480466125533,0.975,20
0.514413697645068,0.919822006020695,0.975,20
0.204174405895174,0.803168813465163,0.975,20
0.275227465899661,0.847690091934055,0.975,20
0.224735284456983,0.7745839394629,0.975,20
0.135932674864307,0.736283671110868,0.975,20
0.318023222265765,0.807941229082644,0.975,20
0.0664898117538542,0.584735900862142,0.975,20
0.272924417164177,0.900739165022969,0.975,20
0.0692944568581879,0.702239249832928,0.975,20
0.350489769130945,0.802303960546851,0.975,20
0.0619761790148914,0.530175966210663,0.975,20
